date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:14:19	52498/52498	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Oct%202024%2018:14:19%20GMT	http://www.uniondespeintres.fr/	./website_downloaded/www.uniondespeintres.fr/index.html	(from )
19:14:20	45/45	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Tue,%2029%20Oct%202024%2018:14:20%20GMT	http://www.uniondespeintres.fr/xmlrpc.php	./website_downloaded/www.uniondespeintres.fr/xmlrpc.php	(from http://www.uniondespeintres.fr/)
19:14:20	1685/1685	---MCZ	200	added ('OK')	text/css	etag:W/%225d6d2384-695%22	http://www.uniondespeintres.fr/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.4	./website_downloaded/www.uniondespeintres.fr/wp-content/plugins/contact-form-7/includes/css/styles58e0.css	(from http://www.uniondespeintres.fr/)
19:14:20	39820/39820	---MCZ	200	added ('OK')	text/css	etag:W/%225c460859-9b8c%22	http://www.uniondespeintres.fr/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.1	./website_downloaded/www.uniondespeintres.fr/wp-content/plugins/revslider/public/assets/css/settings84f5.css	(from http://www.uniondespeintres.fr/)
19:14:22	15367/15367	---M-Z	200	added ('OK')	application/rss+xml	etag:%22e14b8cebbc0d11d2420746145e1915ff-gzip%22	http://www.uniondespeintres.fr/feed/	./website_downloaded/www.uniondespeintres.fr/feed/index.html	(from http://www.uniondespeintres.fr/)
19:14:22	13021/13021	---M-Z	200	added ('OK')	application/rss+xml	etag:%2246b876bc21e4316f271879d9d3640b23-gzip%22	http://www.uniondespeintres.fr/comments/feed/	./website_downloaded/www.uniondespeintres.fr/comments/feed/index.html	(from http://www.uniondespeintres.fr/)
19:14:22	484758/484758	---MCZ	200	added ('OK')	text/css	etag:W/%225c4607f0-76596%22	http://www.uniondespeintres.fr/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6	./website_downloaded/www.uniondespeintres.fr/wp-content/plugins/js_composer/assets/css/js_composer.min40df.css	(from http://www.uniondespeintres.fr/)
19:14:22	30611/30611	---MCZ	200	added ('OK')	text/css	etag:W/%225c4607f3-7793%22	http://www.uniondespeintres.fr/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.6	./website_downloaded/www.uniondespeintres.fr/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min40df.css	(from http://www.uniondespeintres.fr/)
19:14:22	3751/3751	---MCZ	200	added ('OK')	text/css	etag:W/%225c46076a-ea7%22	http://www.uniondespeintres.fr/wp-content/themes/constructo/js/owl//assets/owl.carousel.css?ver=4.9.26	./website_downloaded/www.uniondespeintres.fr/wp-content/themes/constructo/js/owl/assets/owl.carousel092c.css	(from http://www.uniondespeintres.fr/)
19:14:22	267/267	---M--	200	added ('OK')	text/css	etag:%225c460770-10b%22	http://www.uniondespeintres.fr/wp-content/themes/Constructo-child-theme/style.css?ver=4.9.26	./website_downloaded/www.uniondespeintres.fr/wp-content/themes/Constructo-child-theme/style092c.css	(from http://www.uniondespeintres.fr/)
