date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:20:29	19545/19545	---MCZ	200	added ('OK')	text/html	etag:W/%224c59-6209b4f9c2b27%22	https://www.justindolle-peinture.fr/	./website_downloaded/www.justindolle-peinture.fr/index.html	(from )
19:20:29	1040/1040	---M--	200	added ('OK')	text/css	etag:%22410-62523661ef8a0%22	https://www.justindolle-peinture.fr/css/custom-font.css	./website_downloaded/www.justindolle-peinture.fr/css/custom-font.css	(from https://www.justindolle-peinture.fr/)
19:20:29	72915/72915	---M--	200	added ('OK')	text/css	etag:%2211cd3-62523661fb424%22	https://www.justindolle-peinture.fr/css/main.css	./website_downloaded/www.justindolle-peinture.fr/css/main.css	(from https://www.justindolle-peinture.fr/)
19:20:29	12759/12759	---M--	200	added ('OK')	text/javascript	etag:%2231d7-6252365c72262%22	https://www.justindolle-peinture.fr/js/somme_geojson.js	./website_downloaded/www.justindolle-peinture.fr/js/somme_geojson.js	(from https://www.justindolle-peinture.fr/)
19:20:29	5134/5134	---M--	200	added ('OK')	image/svg+xml	etag:%22140e-6209b4fb07e7e%22	https://www.justindolle-peinture.fr/images/classic/logo.svg	./website_downloaded/www.justindolle-peinture.fr/images/classic/logo.svg	(from https://www.justindolle-peinture.fr/)
19:20:29	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Oct%202024%2018:20:30%20GMT	https://www.justindolle-peinture.fr/prestations	./website_downloaded/www.justindolle-peinture.fr/prestations	(from https://www.justindolle-peinture.fr/)
19:20:30	252/252	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Oct%202024%2018:20:30%20GMT	https://www.justindolle-peinture.fr/contact	./website_downloaded/www.justindolle-peinture.fr/contact	(from https://www.justindolle-peinture.fr/)
19:20:30	16765/16765	---MCZ	200	added ('OK')	text/html	etag:W/%22417d-6209b4fa4b6be%22	https://www.justindolle-peinture.fr/prestations/	./website_downloaded/www.justindolle-peinture.fr/prestations/index.html	(from https://www.justindolle-peinture.fr/)
19:20:30	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Oct%202024%2018:20:30%20GMT	https://www.justindolle-peinture.fr/estimations	./website_downloaded/www.justindolle-peinture.fr/estimations.6.delayed	(from https://www.justindolle-peinture.fr/)
19:20:31	1465/1465	---M--	200	added ('OK')	image/svg+xml	etag:%225b9-6209b4fb06ede%22	https://www.justindolle-peinture.fr/images/classic/icon-1.svg	./website_downloaded/www.justindolle-peinture.fr/images/classic/icon-1.svg	(from https://www.justindolle-peinture.fr/)
19:20:31	818925/818925	---M--	200	added ('OK')	image/png	etag:%22c7eed-6209b4fabea92%22	https://www.justindolle-peinture.fr/images/classic/hero-1.png	./website_downloaded/www.justindolle-peinture.fr/images/classic/hero-1.png	(from https://www.justindolle-peinture.fr/)
19:20:31	1320/1320	---M--	200	added ('OK')	image/svg+xml	etag:%22528-6209b4fb65a8e%22	https://www.justindolle-peinture.fr/images/classic/icon-2.svg	./website_downloaded/www.justindolle-peinture.fr/images/classic/icon-2.svg	(from https://www.justindolle-peinture.fr/)
19:20:31	2653/2653	---M--	200	added ('OK')	image/svg+xml	etag:%22a5d-6209b4fb5414b%22	https://www.justindolle-peinture.fr/images/classic/icon-3.svg	./website_downloaded/www.justindolle-peinture.fr/images/classic/icon-3.svg	(from https://www.justindolle-peinture.fr/)
19:20:31	501022/501022	---M--	200	added ('OK')	image/png	etag:%227a51e-6209b4faa062d%22	https://www.justindolle-peinture.fr/images/classic/feature-1.png	./website_downloaded/www.justindolle-peinture.fr/images/classic/feature-1.png	(from https://www.justindolle-peinture.fr/)
19:20:31	248593/248593	---M--	200	added ('OK')	image/jpeg	etag:%223cb11-6209b4fb38bc6%22	https://www.justindolle-peinture.fr/images/slider/img1.jpeg	./website_downloaded/www.justindolle-peinture.fr/images/slider/img1.jpg	(from https://www.justindolle-peinture.fr/)
19:20:32	118382/118382	---M--	200	added ('OK')	image/jpeg	etag:%221ce6e-6209b4fb1b701%22	https://www.justindolle-peinture.fr/images/slider/img2.jpeg	./website_downloaded/www.justindolle-peinture.fr/images/slider/img2.jpg	(from https://www.justindolle-peinture.fr/)
19:20:32	87438/87438	---M--	200	added ('OK')	image/jpeg	etag:%221558e-6209b4fb22463%22	https://www.justindolle-peinture.fr/images/slider/img3.jpeg	./website_downloaded/www.justindolle-peinture.fr/images/slider/img3.jpg	(from https://www.justindolle-peinture.fr/)
19:20:32	113998/113998	---M--	200	added ('OK')	image/jpeg	etag:%221bd4e-6209b4fa91bca%22	https://www.justindolle-peinture.fr/images/slider/img4.jpeg	./website_downloaded/www.justindolle-peinture.fr/images/slider/img4.jpg	(from https://www.justindolle-peinture.fr/)
19:20:32	86818/86818	---M--	200	added ('OK')	image/jpeg	etag:%2215322-6209b4fb07e7e%22	https://www.justindolle-peinture.fr/images/slider/img5.jpeg	./website_downloaded/www.justindolle-peinture.fr/images/slider/img5.jpg	(from https://www.justindolle-peinture.fr/)
19:20:33	215239/215239	---M--	200	added ('OK')	image/jpeg	etag:%22348c7-6209b4fb485c9%22	https://www.justindolle-peinture.fr/images/slider/img6.jpeg	./website_downloaded/www.justindolle-peinture.fr/images/slider/img6.jpg	(from https://www.justindolle-peinture.fr/)
19:20:33	335330/335330	---M--	200	added ('OK')	image/jpeg	etag:%2251de2-6209b4fb5608b%22	https://www.justindolle-peinture.fr/images/slider/img7.jpeg	./website_downloaded/www.justindolle-peinture.fr/images/slider/img7.jpg	(from https://www.justindolle-peinture.fr/)
19:20:33	168643/168643	---M--	200	added ('OK')	image/jpeg	etag:%22292c3-6209b4fa9892b%22	https://www.justindolle-peinture.fr/images/slider/img8.jpeg	./website_downloaded/www.justindolle-peinture.fr/images/slider/img8.jpg	(from https://www.justindolle-peinture.fr/)
19:20:33	172877/172877	---M--	200	added ('OK')	image/jpeg	etag:%222a34d-6209b4fada016%22	https://www.justindolle-peinture.fr/images/slider/img9.jpeg	./website_downloaded/www.justindolle-peinture.fr/images/slider/img9.jpg	(from https://www.justindolle-peinture.fr/)
19:20:33	4941/4941	---M--	200	added ('OK')	text/javascript	etag:%22134d-6252365c78024%22	https://www.justindolle-peinture.fr/js/init.js	./website_downloaded/www.justindolle-peinture.fr/js/init.js	(from https://www.justindolle-peinture.fr/)
19:20:34	102/102	---M--	200	added ('OK')	text/javascript	etag:%2266-6252365c78024%22	https://www.justindolle-peinture.fr/js/page-load.js	./website_downloaded/www.justindolle-peinture.fr/js/page-load.js	(from https://www.justindolle-peinture.fr/)
19:20:34	102658/102658	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2219102-6209b4fa12c74%22	https://www.justindolle-peinture.fr/font/BrandonText-Regular.eot	./website_downloaded/www.justindolle-peinture.fr/font/BrandonText-Regular.eot	(from https://www.justindolle-peinture.fr/css/custom-font.css)
19:20:34	13061/13061	---MCZ	200	added ('OK')	text/html	etag:W/%223305-6209b4f9cc768%22	https://www.justindolle-peinture.fr/contact/	./website_downloaded/www.justindolle-peinture.fr/contact/index.html	(from https://www.justindolle-peinture.fr/)
19:20:34	21315/21315	---MCZ	200	added ('OK')	text/html	etag:W/%225343-625236ae5e97f%22	https://www.justindolle-peinture.fr/estimations/	./website_downloaded/www.justindolle-peinture.fr/estimations/index.html	(from https://www.justindolle-peinture.fr/)
19:20:34	102658/102658	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2219102-6209b4fa12c74%22	https://www.justindolle-peinture.fr/font/BrandonText-Regular.eot?	./website_downloaded/www.justindolle-peinture.fr/font/BrandonText-Regulard41d.eot	(from https://www.justindolle-peinture.fr/css/custom-font.css)
19:20:35	29748/29748	---M--	200	added ('OK')	font/woff2	etag:%227434-6209b4fa12c74%22	https://www.justindolle-peinture.fr/font/BrandonText-Regular.woff2	./website_downloaded/www.justindolle-peinture.fr/font/BrandonText-Regular.woff2	(from https://www.justindolle-peinture.fr/css/custom-font.css)
19:20:35	42588/42588	---M--	200	added ('OK')	application/font-woff	etag:%22a65c-6209b4f9f57af%22	https://www.justindolle-peinture.fr/font/BrandonText-Regular.woff	./website_downloaded/www.justindolle-peinture.fr/font/BrandonText-Regular.woff	(from https://www.justindolle-peinture.fr/css/custom-font.css)
19:20:35	102436/102436	---M--	200	added ('OK')	application/font-sfnt	etag:%2219024-6209b4fa0bf13%22	https://www.justindolle-peinture.fr/font/BrandonText-Regular.ttf	./website_downloaded/www.justindolle-peinture.fr/font/BrandonText-Regular.ttf	(from https://www.justindolle-peinture.fr/css/custom-font.css)
19:20:35	433000/433000	---M--	200	added ('OK')	image/svg+xml	etag:%2269b68-6209b4f9f192f%22	https://www.justindolle-peinture.fr/font/BrandonText-Regular.svg	./website_downloaded/www.justindolle-peinture.fr/font/BrandonText-Regular.svg	(from https://www.justindolle-peinture.fr/css/custom-font.css)
19:20:35	101502/101502	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2218c7e-6209b4f9d1589%22	https://www.justindolle-peinture.fr/font/BrandonText-Bold.eot	./website_downloaded/www.justindolle-peinture.fr/font/BrandonText-Bold.eot	(from https://www.justindolle-peinture.fr/css/custom-font.css)
